"","Date","Time","Location","Operator","Flight #","Route","AC  Type","Registration","cn / ln","Aboard","Fatalities","Ground","Summary","formatted_date","formatted_time","total_aboard","passengers_aboard","crew_aboard","total_fatalities","passengers_fatalities","crew_fatalities","fixed_location","latitude","longitude"
"1823","March 16, 1960","1940","Nagoya, Japan","All Nippon Airways",NA,"Tokyo - Nagoya","Douglas DC-3","JA-5018","6006","40 (passengers:35 crew:5)","5 (passengers:3 crew:2)",0,"Mid-air collision with a Japan Air Self Defence Force F-86 fighter which was taking off from Nagoya. Both planes crashed but the F-86 pilot ejected safely.",1960-03-16,19:40:00,40,35,5,5,3,2,"Nagoya, Japan",35.18142047,136.90668338
"1824","March 17, 1960","1525","Near Cannelton, 10 mile SE of Tell City, Indiana","Northwest Orient Airlines","710","Chicago - Miami","Lockheed 188C Electra","N121US","1057","63 (passengers:57 crew:6)","63 (passengers:57 crew:6)",0,"An in-flight separation of the wing. A design flaw caused an oscillation known as whirl mode to transfer propeller wobble to the outboard nacelles which induced flutter in the wing which led to the separation of the wing. Reduced stiffness of the structure and the entry of the aircraft into an area of severe clear air turbulence were contributing factors. One of two crashes with the same cause. See 9/29/59.",1960-03-17,15:25:00,63,57,6,63,57,6,"Cannelton, 10 mile SE Tell City, Indiana",37.912762,-86.741777
"1825","March 19, 1960","1110","Cordoba, Colombia","SAMSA","901","San Andres - Medellin","Curtiss C-46","HK-516","2927/384","46 (passengers:42 crew:4)","25 (passengers:22 crew:3)",0,"Forced landing after engine failure. The accident was attributed to an error in judgment by the pilot in deciding to land at an airport which was closed and where no radio aid was available. Contributing factors were intermittent overspeeding of propellers, adverse weather and no communication tower.",1960-03-19,11:10:00,46,42,4,25,22,3,"Cordoba, Colombia",8.357671954909,-75.795546382968
"1826","April 05, 1960","1439","Siuna, Nicaragua","Lanica",NA,"Siuna - Bonanza","Curtiss C-46A-40-CU","AN-AIN","26945","18 (passengers:14 crew:4)","2 (passengers:1 crew:1)",0,"Flew into a hill shortly after taking off. Engine failure due to a fatigue crack at a valve.",1960-04-05,14:39:00,18,14,4,2,1,1,"Siuna, Nicaragua",13.73518,-84.77836
"1827","April 12, 1960","1420","Pelotas, Brazil","Cruzeiro",NA,"Jaguarão - Rio Grande - Pelotas - Porto Alegre","Douglas DC-3","PP-CDS","4823","22 (passengers:19 crew:3)","10 (passengers:8 crew:2)",0,"While taking off, the plane drifted to the right, overcorrected to the left and struck two other aircraft. Pilot error. Incorrect use of the brakes and controls while on the ground.",1960-04-12,14:20:00,22,19,3,10,8,2,"Pelotas, Brazil",-31.7466131,-52.3353928
"1828","April 14, 1960",NA,"Taipei,Taiwan","Military - Royal Thai Air Force",NA,"Taipei - Bangkok","Douglas DC-4",NA,"42919","18 (passengers:? crew:?)","18 (passengers:? crew:?)",0,"Struck Mt Wuzhi located 8 km northeast of the airport.",1960-04-14,NA,18,NA,NA,18,NA,NA,"Taipei,Taiwan",25.0384125,121.5637046
"1829","April 18, 1960",NA,"Stephenville, Newfoundland","Military - U.S. Air Force",NA,"Dover-Stephenville - Lajes - Mildenhall","Douglas C-124C Globemaster","52-1062","43971","9 (passengers:? crew:9)","9 (passengers:? crew:9)",0,"Failed to gain altitude on take off and struck a hill.",1960-04-18,NA,9,NA,9,9,NA,9,"Stephenville, Newoundland",48.549863,-58.574085
"1830","April 19, 1960","2048","Bogota, Colombia","Lloyd Aereo Colombiano","503","Miami - Medellin - Bogota","Curtiss C-46","HK-390","32954","51 (passengers:44 crew:7)","37 (passengers:31 crew:6)",0,"Crashed during final approach. The pilot failed to take proper action to counteract the loss of speed and height in the final approach turn. Lack of pilot experience.",1960-04-19,20:48:00,51,44,7,37,31,6,"Bogota, Colombia",4.6068824,-74.071837
"1831","April 20, 1960","1306","Hickory, North Carolina","Piedmont Airlines / Private",NA,"Cincinnati, OH - Hickory, NC","Fairchild F-27 / Cessna 310","N2704R/N1807H","17","44 (passengers:39 crew:5)","4 (passengers:3 crew:1)",0,"The aircraft were involved in a midair collision while both were making an approach to land. The pilot of the Cessna, the over-taking aircraft, failed to see and avoid the F-27 during the landing appoach. Four died aboard the Cessna, none aboard the Fairchild.",1960-04-20,13:06:00,44,39,5,4,3,1,"Hickory, North Carolina",35.72964,-81.333464
"1832","April 22, 1960","755","Bunia, Belgian Congo","Sobelair SA (Belgium)",NA,"Brussels - Rome - Cairo - Bunia","Douglas C-54B","OO-SBL","3099","35 (passengers:28 crew:7)","35 (passengers:28 crew:7)",0,"Crashed into the slope of Bogoro Peak located about 8 km short of runway.while on approach. Crew error. The decision by the pilot in descending below the minimum ceiling prescribed.",1960-04-22,07:55:00,35,28,7,35,28,7,"Bunia, Belgian Congo",-0.821765158,15.235294376
"1833","April 28, 1960","822","Near Calabozo, Venezuela","Linea Aeropostal Venezolana",NA,"Maiquetia - Calabozo","Douglas DC-3","YV-C-AFE","15353/26798","13 (passengers:9 crew:4)","13 (passengers:9 crew:4)",0,"The aircraft crashed after an explosion aboard. Detonation of a hand-grenade brought aboard by a Russian immigrant. The explosion occurred after the captain tried to disarm the man.",1960-04-28,08:22:00,13,9,4,13,9,4,"Calabozo, Venezuela",8.899218,-67.4186155
"1834","May 15, 1960","2257","Jebel Marra, Sudan","Balair",NA,"Niamey - Khartoum","Douglas DC-4-1009","HB-ILA","43072","12 (passengers:5 crew:7)","12 (passengers:5 crew:7)",0,"Crashed into 8,000 ft. Mt. Marra. Navigation error by the crew who were using an astrofix to estimate their position.",1960-05-15,22:57:00,12,5,7,12,5,7,"Jebel Marra, Sudan",13.16667,24.36667
"1835","May 18, 1960","1530","El Sosneado, Argentina","Transamerican Air Transport",NA,"Buenos Aires - Santiago de Chile - Lima","Curtiss C-46","LV-GGJ","22554","9 (passengers:5 crew:4)","9 (passengers:5 crew:4)",0,"Crashed due to structural failure after flying into extremely violent turbulence. Insufficient preparation for the flight by the crew. Inadequate arrangements for the secure carriage of the livestock. The pilots failure to familiarize himself with the prevailing weather conditions. Not found until 11/21/61.",1960-05-18,15:30:00,9,5,4,9,5,4,"El Sosneado, Argentina",-35.0795921,-69.5669793
"1836","May 23, 1960","1152","Atlanta, Georgia","Delta Air Lines",NA,"Training","Convair CV-880","N8804E","22-00-16","4 (passengers:0 crew:4)","4 (passengers:0 crew:4)",0,"The aircraft stalled for reasons undetermined, at an altitude too low to effect recovery.",1960-05-23,11:52:00,4,0,4,4,0,4,"Atlanta, Georgia",33.748547,-84.391502
"1837","June 10, 1960","1055","Nea Tkvarcheli, Georgia","Aeroflot","207","Kutaisi - Rostov-on-Don","Ilyushin IL-14P","CCCP-91571","7343107","31 (passengers:24 crew:7)","31 (passengers:24 crew:7)",0,"The plane crashed in hillside woods while en route. Poor organization and overseeing the preparation of the flight by the crew.",1960-06-10,10:55:00,31,24,7,31,24,7,"Nea Tkvarcheli, Georgia",42.84035,41.68007
"1838","June 10, 1960","2205","Off Mackay, Qld. Australia","Trans Australia Airlines","538","Rockhampton - MacKay","Fokker F-27 Friendship 100","VH-TFB","10112","29 (passengers:25 crew:4)","29 (passengers:25 crew:4)",0,"The flight crashed into the sea, 7.5 miles from the airport after being in a holding pattern waiting for fog to lift. Cause could not be determined.",1960-06-10,22:05:00,29,25,4,29,25,4,"Mackay, Qld. Australia",-21.1425369,149.1894862
"1839","June 14, 1960","447","Mt. Gilbert, Alaska","Pacific Northern Airlines","201","Cordova - Anchorage","Lockheed 749A-79-32 Constellation","N1554V","2555","14 (passengers:9 crew:5)","14 (passengers:9 crew:5)",0,"The aircraft failed to maintain its intended flight path and crashed into the face of Mt. Gilbert at 9,646 ft. after taking off from Cordova. The crew's failure to use all available navigational aids in establishing the aircraft's position on Amber I Airway thereby allowing the aircraft to proceed off course over dangerous terrain. A contributing factor to the accident was the failure of air defense radar, which had been tracking the aircraft, to notify either ARTCC or the crew that the aircraft was proceeding on a dangerous course.",1960-06-14,04:47:00,14,9,5,14,9,5,"Mt. Gilbert, Alaska",54.25083,-165.66056
"1840","June 24, 1960","1830","Rio de Janeiro, Brazil","REAL",NA,"Belo Horizonte - Rio de Janeiro","Convair CV-340-62","PP-YRB","191","54 (passengers:49 crew:5)","54 (passengers:49 crew:5)",0,"Crashed into Guanabara Bay during approach. Cause undetermined.",1960-06-24,18:30:00,54,49,5,54,49,5,"Rio de Janeiro, Brazil",-22.9014475,-43.1789159
"1841","July 06, 1960","1430","Off Barnegat City, New Jersey","Military - U.S. Navy",NA,NA,"Goodyear ZPG-3W (airship)","144242",NA,"21 (passengers:? crew:?)","18 (passengers:? crew:?)",0,"The airship crashed nose-first into the Atlantic Ocean, 10 miles off the coast of New Jersey. The failure of a seam due to some unknown factor that degraded the adhesive.",1960-07-06,14:30:00,21,NA,NA,18,NA,NA,"Barnegat City, New Jersey",39.75762,-74.10625
"1842","July 10, 1960","1030","Persian Gulf","Gulf Aviation (Kalinga Airways)",NA,"Bahraïn - Doha - Sharjah","Douglas DC-3","VT-DGS","4273","20 (passengers:16 crew:4)","20 (passengers:16 crew:4)",0,"Crashed into the Persian Gulf while en route. Cause undetermined. Wreckage never found.",1960-07-10,10:30:00,20,16,4,20,16,4,"Persian Gul",49.322312,-123.073545
"1843","July 11, 1960","1145","Near Quito, Ecuador","Military - U.S. Misson",NA,"Bogota - Quito","Douglas C-47B-DK","45-1109A","34379","18 (passengers:14 crew:4)","18 (passengers:14 crew:4)",0,"Crashed and burned on Mt. Pichincha as it prepared to land at Quito.",1960-07-11,11:45:00,18,14,4,18,14,4,"Quito, Ecuador",-0.214945,-78.5132
"1844","July 14, 1960","430","Off Manila, Philippines","Northwest Orient Airlines","1-11","Okinawa - Manila","Douglas DC-7C","N292","45462/925","58 (passengers:51 crew:7)","1 (passengers:1 crew:0)",0,"After a loss of power in the No. 2 engine the crew was unable to feather the prop. An emergency descent was made and the plane ditched into the ocean. Upon contact with the water, the aft end of the fuselage broke free at the rear of the pressure bulkhead, the right wing tore free and the engines separated. The wing floated for 3hrs, serving as a life raft for passengers. The remainder of the fuselage, sank some 10 minutes after impact. Passengers were rescued 6 hours after the accident. Failure of No. 2 engine, resulting in oil contamination, loss of oil supply, subsequent loss of the No. 2 propeller assembly and fire-in-flight, which necessitated a ditching.",1960-07-14,04:30:00,58,51,7,1,1,0,"Manila, Philippines",14.5822592,120.9748038
"1845","July 15, 1960","940","Near Jima, Ethiopia","Ethiopian Airlines","372","Bulchi - Jimma","Douglas DC-3","ET-T-18","12926","11 (passengers:8 crew:3)","1 (passengers:0 crew:1)",0,"Crashed onto a mountainside at 9,000 ft. The pilot misjudged the weather conditions and continued to fly into deteriorating weather conditions while trying to maintain VFR. The pilot attempted to climb at a speed below the minimum safe climbing speed of the aircraft.",1960-07-15,09:40:00,11,8,3,1,0,1,"Jima, Ethiopia",7.67344,36.83441
"1846","July 16, 1960","1538","Copenhagen, Denmark","Flyve Tjenesten",NA,"Copenhagen - Herning","de Havilland DH-89 Dragon Rapide","OY-DZY","6956","9 (passengers:8 crew:1)","8 (passengers:8 crew:0)",0,"The twin engine aircraft was chartered by the Danish Football Association. In the initial climb the pilot lost control of the plane and crashed into the ocean 50 meters off shore. Eight members of the Daniish Soccer Association were killed, while the pilot survived, but lost a leg. The pilot suffered spatial disorientation in heavy rain and strong crosswinds. The plane was not equipped with wipers which was considered as a contributing factor to the accident.",1960-07-16,15:38:00,9,8,1,8,8,0,"Copenhagen, Denmark",55.675757,12.5690233
"1847","July 19, 1960","1345","Near Goma, Zaire","Military - Royal Belgian Air Force",NA,NA,"Fairchild C-119G","CP-36",NA,"41 (passengers:37 crew:4)","37 (passengers:33 crew:4)",0,"Crashed into mountainous terrain north of Lake Kivu after experiencing engine failure.",1960-07-19,13:45:00,41,37,4,37,33,4,"Goma, Zaire",-6.73587,12.92636
"1848","July 20, 1960","1230","Near Syktyvkar, Russia","Aeroflot","613","Leningrad - Syktyvkar","Ilushin IL-14","CCCP-61696","147001035","23 (passengers:19 crew:4)","23 (passengers:19 crew:4)",0,"Broke up in mid air after flying through a thunderstorm and experiencing heavy g loads.",1960-07-20,12:30:00,23,19,4,23,19,4,"Syktyvkar, Russia",61.671273,50.8375601
"1849","July 27, 1960","2238","Forest Park, Illinois","Chicago Helicopter Airways","698",NA,"Sikorsky S-58C helicopter","N879","58420","13 (passengers:11 crew:2)","13 (passengers:11 crew:2)",0,"The helicopter crashed into Forest Home Cemetery. The structural disintegration in flight, initiated by a fatigue fracture of a main rotor blade.",1960-07-27,22:38:00,13,11,2,13,11,2,"Forest Park, Illinois",41.8757938,-87.8148086
"1850","July 31, 1960","1156","Near Rimini, Italy","Deutsche Flugdienst",NA,"Frankfort - Rimini","Convair CV-240-4","D-BELU","78","34 (passengers:30 crew:4)","1 (passengers:1 crew:0)",0,"While descending through 5,000ft, the crew lost the No.1 engine. At 1,500 ft. the other engine was also lost. The aircraft crashed 3,300 ft. short of the runway. Failure of both engines on the aircraft.",1960-07-31,11:56:00,34,30,4,1,1,0,"Rimini, Italy",44.0609167,12.5663013
"1851","August 01, 1960",NA,"Near Tipuani, Bolivia","TAM (Bolivia)",NA,"La Paz - Tipuani","Douglas C-47","TAM-09","9030","6 (passengers:4 crew:2)","6 (passengers:4 crew:2)",0,"The DC-3 crashed into Hayti Mountain while en route.",1960-08-01,NA,6,4,2,6,4,2,"Tipuani, Bolivia",-15.5654239,-68.0198831
"1852","August 17, 1960","1558","Near Kiev, Ukraine","Aeroflot","36","Cairo - Moscow","Ilyushin IL-18B","CCCP-75705","189001702","34 (passengers:27 crew:7)","34 (passengers:27 crew:7)",0,"While en route the No. 4.engine caught fire. The fire extinguishing system was ineffective and the fire spread to the wing after which the fuel tanks exploded and the plane crashed.",1960-08-17,15:58:00,34,27,7,34,27,7,"Kiev, Ukraine",50.4497495,30.5237178
"1853","August 17, 1960","2345","Near El Kelaa, Morocco","Military - French Naval Aviation",NA,NA,"Avro Lancaster 1","WU-26",NA,"20 (passengers:15 crew:5)","20 (passengers:15 crew:5)",0,"Cashed while en route to Casablanca after experiencing an engine fire. Shortly after, the plane crashed in flames on a hilly terrain near El Kelâa des Sraghna.",1960-08-17,23:45:00,20,15,5,20,15,5,"El Kelaa, Morocco",35.211788,-5.253831
"1854","August 24, 1960",NA,"Off Heraklion, Greece","Don Everall Aviation",NA,"Heraklion, Greece - Cairo, Egypt","Vickers 634 Viking 1B","G-AMNK","210","3 (passengers:0 crew:3)","3 (passengers:0 crew:3)",0,"The cargo plane took off, lost an engine, banked to the left and crashed into the ocean. The cause of the engine failure was not established but the most likely reason appears to be a defective fuel or ignition system. The reason why it was not possible for the aircraft to maintain safe flight after the failure of the engine remains unknown.",1960-08-24,NA,3,0,3,3,0,3,"Heraklion, Greece",35.3292189,25.1386597
